articleID;cites
59860;4779754|4769203|72141|62763|4796318
59861;4771974|39358|35370|255588|4763634
59862;76234|4801649|1374610|4769304|4792728
59863;4801454|64601|1515834|4785134|4773514
59864;1364727|67114|4799867|62768|30939
59865;50700|4776363|4767233|4790490|4772576
59866;39628|4763296|4788936|45849|50341
59867;4761072|4761518|75520|68667|4773730
59868;39355|4783541|71269|4765320|62911
59869;47266|64680|49106|4777800|4768933
59870;1417552|30231|4765758|45465|29537
59871;69102|803476|4788812|4778231|53013
59872;71338|39627|4778197|75427|4770666
59873;4769533|1470444|4774729|4790034|53178
59874;803480|39116|4787852|59259|50664
59875;4778293|4760549|72627|4799474|1364415
59876;32420|4774738|1335091|4766064|59141
59877;4783355|71109|39060|4766016|31670
59878;4780243|4785628|4786678|30063|4797198
59879;802468|66031|41181|52324|31048
59880;4774615|4789256|802765|60442|68742
59881;4793312|4784282|4800206|1494466|4767208
59882;4793852|4803748|64283|32205|4798690
59883;1487266|4797845|63659|43232|4797313
59884;34860|4794838|803512|802611|55581
59885;49565|69879|58324|4783585|37654
59886;72500|4763297|66038|73058|52758
59887;60681|4770696|256875|55915|4776737
59888;32238|4770304|4773261|4786830|70507
59889;253779|38517|4763319|59044|4801007
59890;4790269|4782571|4766146|66244|38938
59891;58696|70968|4774276|4773087|56995
59892;4789592|77279|76389|57775|4761672
59893;4768215|70225|256114|52892|28997
59894;49740|37039|4780212|72423|37413
59895;4774840|802059|35988|49442|126614
59896;67346|50863|4778146|75541|59813
59897;4777741|4770932|50197|1502199|4772968
59898;38199|72215|37461|42719|4803008
59899;73978|53450|4778464|4796284|53958
59900;4762775|64496|42035|29753|68635
59901;4798107|69181|35596|4792598|29611
59902;50124|4800549|62146|256261|257060
59903;60518|33357|4780577|4770268|4762535
59904;40857|73202|34861|4767877|65928
59905;68265|4784508|4790691|4779606|42178
59906;253531|4793489|4768823|4766724|56254
59907;4769283|28957|4786049|63576|75365
59908;75020|52313|27991|4760746|1360599
59909;73182|52855|173638|75518|66205
59910;52167|4787768|40500|4770721|62162
59911;31757|39522|35684|4777381|4800848
59912;43551|4765498|4760958|50950|36086
59913;4779227|4765728|4789795|72204|71879
59914;61004|75128|46349|4798938|4772693
59915;51688|43321|4803343|46042|48553
59916;4779025|38314|70575|4802764|52355
59917;29468|4782456|4779529|4791606|74957
59918;67312|173897|4777836|70958|4767883
59919;4780417|33269|1408435|44332|35498
59920;4791801|4802833|43557|63321|43536
59921;4766062|52523|4765982|4789421|1452334
59922;4801359|4775712|4791149|1401557|64960
59923;70445|1400482|42125|29062|41120
59924;39561|4789989|4779719|4795143|4799880
59925;4789989|4792266|4767631|61716|35788
59926;46307|4774531|174399|54337|4778231
59927;4771881|803544|4771944|4764664|4783146
59928;39539|64419|4769951|70291|66499
59929;67109|4765586|4767419|29416|30568
59930;4767587|39603|65727|172669|45567
59931;4763800|4779546|40943|4768860|4770263
59932;29725|52189|4761637|4795349|4790038
59933;255522|34573|66548|55631|35096
59934;37404|4774771|4774676|4765409|29452
59935;4793580|49360|50426|69653|50183
59936;803174|4797586|256259|68143|4762929
59937;70573|56041|4793690|801701|58521
59938;43391|802493|50350|4768059|53409
59939;4763084|4802363|59151|75779|4782709
59940;4789450|802973|57298|4774123|4802956
59941;38498|68887|76623|56991|4799397
59942;4802658|4791555|4785498|32116|65099
59943;4766275|4794878|4769539|41834|4784551
59944;4785112|48062|36999|4778963|29814
59945;4793177|4800766|45134|4772862|41059
59946;29453|73508|4772090|4774148|255631
59947;4778334|51886|4774187|4790633|4795534
59948;57331|4802252|74107|802658|4768285
59949;50461|4778069|1312813|4762336|62912
59950;41453|33301|4781277|35129|4787304
59951;49812|51760|68581|4790425|4764566
59952;67821|4783451|65323|4763659|4791002
59953;64755|4763962|76918|4765116|4778659
59954;4775107|28012|48135|77137|54788
59955;28261|4761365|4784062|4776088|37255
59956;56069|4780240|4778750|4772385|1373605
59957;4782991|4789844|75825|35591|61424
59958;4791893|40283|4801912|4770945|30890
59959;4782560|30952|4796623|61997|4802561
59960;29466|45137|4771941|35847|73394
59961;4784434|2253283|4771726|4788937|257933
59962;36231|4790279|4779030|4773483|4794824
59963;4789617|256167|4767632|4789410|50300
59964;32430|4800243|4769991|801882|4786654
59965;4777882|4793640|57293|801814|802315
59966;4765426|1467188|4774893|4791626|4801138
59967;4796185|63066|4781072|39914|4772161
59968;174746|4775496|68305|42449|254759
59969;4770980|4761211|47559|4797787|2252783
59970;4799408|4773186|58382|41276|38111
59971;4779699|4772839|255560|35576|4792323
59972;4789741|4784780|28431|4784310|4766575
59973;45241|4796797|34725|46844|1441602
59974;36777|51962|4768356|4795447|4798983
59975;46385|4796569|66747|4762555|64069
59976;61476|68215|4777933|54016|29285
59977;72215|63521|4765104|4791598|41706
59978;53337|4790787|66605|68580|4788085
59979;65272|173786|29908|47911|4776053
59980;76993|34421|44965|4781802|4780422
59981;4769992|59024|46617|62901|253734
59982;64863|58116|47823|4779472|57269
59983;57274|4801915|69114|4770123|4777904
59984;37016|39401|4781346|40102|4782523
59985;61963|4782536|1472519|46364|4803363
59986;4771547|75778|57754|61220|4802874
59987;256949|4762976|4779547|4766076|4790934
59988;56325|4778894|4764232|51432|48926
59989;72618|57646|67582|71005|43378
59990;4782346|68149|37953|64556|62968
59991;69518|4767555|4773407|4767704|34167
59992;74344|39474|4774228|49268|4788896
59993;1371728|53197|43440|59824|75903
59994;4779779|64959|46115|46084|4769099
59995;52787|4798922|33185|48739|66013
59996;69682|66175|4785996|56410|4797437
59997;71860|50748|72310|4767313|174703
59998;4770767|4772005|65855|4777124|69475
59999;64605|74146|29961|75125|55937
60000;4773339|37368|42515|4768045|76200
60001;802594|1430513|4786419|4785666|28916
60002;50690|51906|50650|34492|4769456
60003;71563|4776780|4764314|60186|4780308
60004;43932|4776180|4766322|71258|74065
60005;40786|4783358|4790695|172403|4788663
60006;4796697|36165|33977|76184|29452
60007;65874|54015|35278|4780729|174948
60008;4780336|32715|37623|67204|803471
60009;4793811|72300|36412|45742|72306
60010;57609|62827|67331|61766|4777898
60011;4792968|1352788|43161|4779917|185
60012;4799035|4775590|4778436|44250|36903
60013;4776844|4799706|4776895|69958|53931
60014;57295|64044|4775350|4791174|4773452
60015;4776987|4777394|4794449|4774991|1490037
60016;39981|4788430|460|63923|4779789
60017;55435|4792258|67932|4776801|802125
60018;43929|4768307|4761682|4767721|54127
60019;58586|72774|4772664|4775668|28868
60020;72570|4784698|49531|52739|4786410
60021;4760658|4778504|255591|68581|57869
60022;69579|4792012|61990|69465|38421
60023;27943|4779180|47918|61204|70453
60024;69179|4793105|65861|201|47766
60025;62681|4781693|4762007|4794877|4761905
60026;4802229|4777590|803534|51586|45185
60027;62067|4790874|4767845|4764441|69801
60028;39923|4763745|4769324|64931|30142
60029;35028|42214|174528|75996|30634
60030;48192|801678|35158|4764058|4796868
60031;4777039|4787960|802461|31991|76020
60032;4774945|4776506|4762100|4782956|4791689
60033;4783710|4792614|71292|51314|4797707
60034;4796787|53774|4778752|1283732|4796829
60035;4782228|46330|56138|802214|76421
60036;71659|55397|801587|4780469|4802468
60037;4766944|4784908|4787519|52424|4774409
60038;4764921|4771093|67914|48421|4767972
60039;47616|62062|4796407|41738|4797934
60040;30392|4788186|46520|71071|49512
60041;50169|68009|30905|1324264|37783
60042;4778397|74307|1321001|69892|62438
60043;4771730|4794169|4787033|403|67192
60044;54362|4776376|803091|4769938|40031
60045;45309|4794143|68010|76915|4765001
60046;40260|4785519|4771263|40104|803334
60047;173183|4794923|1502798|4762115|4801386
60048;4778806|32322|33761|64000|44539
60049;4784996|4796404|4774472|60459|36549
60050;70799|4773726|71632|4802376|4798239
60051;67975|31447|4795167|4794143|39532
60052;4777017|59907|4800438|4788425|4770547
60053;30936|50829|41875|35434|27975
60054;69782|32325|40928|47421|34540
60055;4798478|4781488|4798848|72254|49065
60056;57851|36355|4800202|4767687|36310
60057;67223|4803315|4787293|58139|4769946
60058;36418|4787706|4779864|4777706|60281
60059;55970|4761956|52062|4768316|37806
60060;4766442|4792684|52051|4798564|73141
60061;66634|4765901|4797071|4768276|60334
60062;43855|4760720|172698|802229|40834
60063;4786051|73376|4775483|66639|43754
60064;69842|4783774|62356|58680|4774428
60065;56879|38003|50998|61230|1420695
60066;4760732|4794842|74679|4762073|4773325
60067;39470|4792606|43245|46786|51069
60068;4783339|66610|1385309|28359|45556
60069;40639|37730|4799030|4770322|4784747
60070;65344|4797398|4762985|4801616|4775355
60071;58939|51296|42883|32925|4784528
60072;4771695|62565|4779194|4773913|2266686
60073;52882|4772805|73016|41264|4779410
60074;4772494|4802877|4774139|4789052|4803036
60075;4793928|50878|41591|49529|4792242
60076;256179|45266|4791936|4763445|31756
60077;33750|69327|46050|4803231|36252
60078;56274|4780543|66906|63724|61407
60079;4789559|4790649|255447|57643|41126
60080;44628|4774813|60042|57262|4772615
60081;37952|41486|36303|37912|4791332
60082;4797504|4764755|4768639|49595|4778870
60083;4788477|4800892|4770018|4802829|64240
60084;4761708|1441846|53885|76171|76998
60085;69510|32657|4798114|4800490|42981
60086;56978|4778292|4774072|55784|4798600
60087;41829|4797694|66092|49669|45445
60088;4802986|4760916|46630|801569|4783154
60089;62956|34872|4791126|68329|33541
60090;31725|51462|4795922|61263|4801408
60091;58792|35586|69040|256449|4777367
60092;37477|53116|4788176|64471|4772345
60093;4792894|59180|35684|57980|4781797
60094;47586|45693|4769496|64563|4768495
60095;4793916|41314|55982|45025|1516348
60096;71012|4768529|61534|4783000|253808
60097;4772775|173117|55646|4795513|4797477
60098;4798741|34888|255116|56737|4794376
60099;45185|29214|36760|254351|4772991
60100;69259|68854|31478|4793398|258373
60101;59491|60754|43756|4772615|76775
60102;41737|71669|4793613|74695|64580
60103;802285|4771577|4794817|75303|64293
60104;43615|45716|4781554|63932|39369
60105;4760924|4780496|4791462|4787881|4790232
60106;4766446|43456|4798821|4783237|4797766
60107;4761932|31368|36792|4774437|4769427
60108;63162|49541|45011|35456|46214
60109;44107|40823|73072|59312|66831
60110;4763719|4797874|4790387|29073|1315997
60111;4780668|4766315|41825|61607|1301398
60112;4777714|40972|55256|61971|54424
60113;70819|65449|4774331|67069|4797395
60114;4765881|35517|35941|4769305|69723
60115;49587|4795127|31360|4785305|59564
60116;32731|4765986|1505887|4767811|52136
60117;4768400|34933|70592|4760612|4796897
60118;45860|4775307|803233|4800100|28890
60119;33662|68577|803224|68434|4773404
60120;4794207|4794327|50119|69768|4794956
60121;1482869|4768725|32424|258350|66034
60122;4767540|56623|34864|1449076|38399
60123;1330576|4802733|4794034|48633|70449
60124;59568|29909|50566|69905|4774663
60125;38370|57214|49977|257643|71745
60126;4786491|4778530|31142|76235|4799297
60127;72165|4777188|50826|4784544|4774799
60128;4787566|47266|39618|30098|4772863
60129;4794999|4785580|32411|4795265|4800891
60130;51964|48940|4764937|4803189|29616
60131;4778943|30152|4786129|4774613|4787305
60132;4766444|4788405|4782003|37864|59717
60133;4789603|4782895|4794404|51816|4788669
60134;36609|4765166|60128|39032|42383
60135;4782204|4785557|4794842|4764066|45140
60136;49077|47305|4788665|4795659|4784950
60137;4780762|4769977|802210|74031|4780818
60138;27976|4798843|58963|4768352|4775333
60139;4800229|76437|69347|4799459|56336
60140;4787680|73969|803523|4766174|71976
60141;4800449|4779747|59669|4790386|63515
60142;4798093|65069|72526|38289|46904
60143;73083|4768999|4797557|70780|49647
60144;172761|4769902|40647|4764109|4776683
60145;75784|803330|4796613|69751|61639
60146;1469976|44747|4801651|4791400|4774513
60147;30156|56566|68379|1321799|4771862
60148;30141|53556|4774649|64694|4773280
60149;57257|69160|47126|4797007|4777120
60150;498|50637|4780412|35784|59306
60151;4793593|4790596|57935|32275|802092
60152;4787878|63790|47930|1350679|4780550
60153;74069|59434|4798543|4791458|1427996
60154;4772920|58502|42928|4760574|41049
60155;36459|4791167|41404|43621|4784685
60156;1400220|59792|51015|4779554|73815
60157;44636|4783653|65330|42175|4786123
60158;60734|4785041|44542|4773208|4782656
60159;43725|59093|4762134|55745|4785267
60160;4768467|803214|33189|4797679|4760637
60161;4770850|4776714|4788928|4790595|4767092
60162;4772248|38060|76222|4791571|33312
60163;76923|4777573|4801016|76462|69973
60164;4786348|62778|4761108|70625|46490
60165;73488|258786|44437|4791986|70867
60166;4802549|4770651|35044|72335|4763528
60167;69190|39410|45966|70261|63824
60168;4764251|4801269|801755|4766462|4775864
60169;59241|72117|4766473|4763350|61266
60170;173292|43880|4795205|4761650|4778257
60171;4792625|60268|59048|64189|530
60172;47982|4801420|4802085|74729|4798194
60173;47057|28132|4778879|53284|39922
60174;74673|4786292|4798734|50258|4781236
60175;39534|65716|4776724|4788349|4765441
60176;802757|60726|4766023|252992|4762607
60177;4777714|1474368|73914|74443|4769422
60178;4787043|4791760|4795419|4774797|35873
60179;4788943|4760635|39221|801897|4793352
60180;4794311|69388|49891|54115|4768556
60181;69559|59701|57951|51398|803056
60182;4782486|52467|32839|76662|4779825
60183;74421|4761571|4783269|4794721|4772823
60184;4762298|4798523|66654|31645|4765877
60185;4769511|74142|4768844|4774760|1438847
60186;62510|4774455|33698|4766041|4795056
60187;74920|47161|67049|4771073|60157
60188;4790528|51821|46383|4777508|4763434
60189;29134|37967|4789381|803478|4770342
60190;65786|69515|47721|59218|49653
60191;71385|75961|4796664|49720|35309
60192;41693|4774668|334|28847|72424
60193;70166|56376|68884|57461|66544
60194;4786113|4785771|28986|65683|62858
60195;66454|46903|4790218|1366369|53952
60196;72808|50191|40558|4777474|53682
60197;801790|4800906|4771589|37202|28818
60198;49333|40584|4791600|58915|1452186
60199;255156|63744|4780845|4778471|31896
60200;47247|48806|57074|551|1340722
60201;4760433|4765113|32739|4791380|4764396
60202;42025|54792|4778892|4793274|61067
60203;46603|801712|70943|59|61133
60204;4774001|32278|50420|4764423|74227
60205;74001|4763109|59664|65184|4766493
60206;4765226|4794955|74565|65423|53095
60207;36262|4800690|4803490|55554|73516
60208;55703|60209|74412|4792450|4780339
60209;4769939|4773932|38970|44586|42962
60210;4777478|45431|32453|4791567|4789344
60211;802356|4763602|52706|28786|4773928
60212;4786915|801821|4771371|4772035|4770955
60213;4776433|71459|4772527|4799714|4803199
60214;4766702|4801742|53629|4800537|44004
60215;47532|59214|4766060|31455|65536
60216;4780366|4793329|4790700|4800159|66870
60217;4772703|4770270|77022|4790080|802457
60218;4793395|4799750|4801896|42431|4802348
60219;77272|4764750|57117|62307|53894
60220;4802664|43841|71420|4767210|67628
60221;4764542|44495|58244|4787707|4765002
60222;38569|32428|75961|4794296|4776446
60223;1349140|32041|51737|4781410|28134
60224;54075|4797475|74527|802399|4795439
60225;4788553|39277|4781602|173941|32082
60226;4781082|4770478|4784095|4781500|62596
60227;68632|4787864|63741|4795725|4782478
60228;4765485|4791913|4771485|4767102|4801519
60229;47740|254303|4776894|72210|52398
60230;29947|256480|4794217|4764575|61150
60231;35102|4792472|4779791|801769|4772073
60232;50563|1301122|66638|4790862|4776484
60233;43360|53682|59867|1396117|29580
60234;71151|4767141|4772949|4800826|802869
60235;4775163|4802916|70653|4793719|4785606
60236;4772253|4782815|41446|4766035|4801420
60237;76431|4780453|4796356|58454|4785816
60238;4772363|76113|48511|69657|4799396
60239;801687|4797834|29439|801898|66478
60240;4765153|255386|4797876|64436|4775988
60241;34519|1320587|52146|69753|50201
60242;65374|255903|38406|4776204|4802140
60243;4761098|50847|41033|75483|53344
60244;72202|30202|801652|4792183|43027
60245;42634|69228|4790651|4772307|4785736
60246;4794341|29350|60237|4785732|56738
60247;4802748|76084|4781009|4772763|29059
60248;4785528|64917|31177|4777760|4801466
60249;63856|67162|72858|62024|4773452
60250;31154|50007|4789468|54476|803442
60251;75504|4786960|38096|4766102|41446
60252;257589|4787256|73512|28900|75370
60253;39208|43782|71061|36933|71040
60254;4769796|4770227|65215|4785165|4784562
60255;37107|46876|1517549|57364|174299
60256;40950|70129|4776770|69233|35041
60257;38504|173327|4801941|45453|4769873
60258;74694|4802460|64646|32672|4776936
60259;4776876|40800|4778717|4793886|52022
60260;4792017|37473|43014|4796543|28577
60261;4778635|60424|58198|4793144|4796725
60262;4803377|4790029|802058|4779871|1453853
60263;57368|34791|4779222|4764929|173555
60264;51840|64366|4792225|4770997|4775141
60265;4768803|4803314|35312|36575|39423
60266;4774067|56483|258724|66483|4784357
60267;74500|31305|73284|54844|4793413
60268;35752|4779416|48096|64809|33807
60269;45167|51706|53038|4766645|51787
60270;1475971|803349|4761730|28768|50538
60271;4791794|4798119|28655|4774034|41624
60272;42587|50289|50645|4776764|69209
60273;4783055|46801|4778536|4770000|41775
60274;54092|57389|74998|32431|4799124
60275;4763744|4764079|60240|4774597|53629
60276;4765823|4767224|4762419|33657|4767787
60277;4781158|4762122|51835|67195|66940
60278;45673|4787913|4779204|52207|70628
60279;4769876|41499|50604|4793302|56628
60280;36724|4779838|4762055|37191|4760939
60281;4803477|4761061|4803130|67044|43632
60282;4795228|33203|174658|57078|4769465
60283;4793617|49183|4797616|4780120|4786412
60284;4762205|4802123|4764858|31121|28283
60285;4766102|49891|4802638|4791723|4774400
60286;75061|4767547|40948|63080|4798081
60287;803199|40692|46397|62847|4797255
60288;4761030|38233|28346|4775565|67446
60289;4787845|4764516|4763854|4776642|4800115
60290;29826|4765216|4803781|53031|4779596
60291;57305|48029|50341|4769475|4767970
60292;62167|4761775|1326082|55433|64097
60293;50571|257182|38863|33541|4784723
60294;4766321|4768679|4797672|4765676|65194
60295;34998|31007|58958|32077|4762023
60296;4774461|36144|4791395|66011|42822
60297;53274|44238|4778333|75460|70092
60298;4791115|55197|4772135|4803437|62173
60299;56390|4783470|4789702|47734|34515
60300;4796666|67905|4787018|45877|4769893
60301;32876|4776389|4766766|4772110|4769128
60302;4800378|54974|53904|4801901|72686
60303;61696|4762027|4790063|4768038|4785525
60304;4798754|4776182|30127|69185|1465001
60305;4771250|45277|50336|65359|37977
60306;4762234|34212|65533|49320|4789812
60307;47232|4795797|43582|4794430|52733
60308;4763313|76268|4772119|4781850|44920
60309;4793398|39183|4803591|4781753|47645
60310;4781570|71573|55677|4766525|44293
60311;30328|4788022|1340908|1266335|4799736
60312;47805|4779990|4781705|4794597|62338
60313;1451205|258389|802221|32671|1278916
60314;66808|39|4778368|4781535|34533
60315;4783363|31025|4779530|62630|4788869
60316;802005|4777884|52585|4796738|44550
60317;45368|32581|4800749|66788|73134
60318;61326|51855|1314366|801579|4771975
60319;28539|46324|42319|59460|4799521
60320;255000|4767825|51081|4765945|4787337
60321;1406239|4798179|4768895|31537|4787283
60322;38499|4790563|4785672|4779650|4788420
60323;44863|4773994|69167|4771445|4786994
60324;45722|4773304|4790017|4762614|4764041
60325;4797380|4775955|52721|4770338|46978
60326;44108|4782771|36796|4799709|76452
60327;47321|4771150|49928|802024|35068
60328;803122|73841|4774747|48957|4770083
60329;4778894|4797605|41337|4780456|1332181
60330;4800582|42655|66736|4799108|4768936
60331;1519269|4781049|4764786|4769211|44518
60332;803195|4802751|49548|4761399|33836
60333;1374896|56201|4790916|1368634|4778652
60334;55751|39673|4764442|4788214|4774940
60335;4764349|4781708|55646|32495|47982
60336;61988|1398302|38441|47459|41324
60337;4773015|4766417|4779998|67139|60298
60338;55382|4779495|47366|4772380|45062
60339;54699|64099|49808|53523|62015
60340;4772873|4786326|4793332|47525|4800867
60341;4783086|73716|33696|4774613|4772135
60342;76682|4779760|802988|4767143|4799607
60343;4787895|4784948|4772631|4766902|4803626
60344;40356|41336|4769772|1517428|28877
60345;173358|4794696|4789003|4762300|4785587
60346;52308|257015|1473019|4776717|4770970
60347;76510|28777|68326|4786807|37430
60348;67590|77045|4772866|77126|76622
60349;42749|4765258|4778954|73257|37356
60350;35082|4801346|69179|50844|46013
60351;69672|59026|4765782|51411|51281
60352;4786189|42886|4761861|4774770|36088
60353;54156|69307|71520|63853|71538
60354;4781891|4788052|28704|61087|4793016
60355;4769215|44233|47227|71275|120
60356;4802280|75418|4767842|4779292|74077
60357;35607|35234|48342|4777107|62692
60358;4795463|68116|62056|40017|4793754
60359;61176|71927|75152|1267859|4779942
60360;39059|4796248|38264|38549|4770383
60361;40514|50744|74002|4777280|4803186
60362;35424|4767507|4774404|75416|4778192
60363;4802411|4799819|801849|4784382|4765771
60364;49023|4770499|69886|4767226|38956
60365;60031|1374284|4793117|68603|4793815
60366;4798185|67165|4797871|4780905|42828
60367;4800968|4779577|32436|4778355|53850
60368;4797961|57112|4801174|4784207|544
60369;1419254|4795982|60840|4794416|4794386
60370;4803525|4777662|33613|4797249|30781
60371;4794624|38376|4798544|4764249|44453
60372;4793504|4771670|4767980|4764396|4784750
60373;69637|29976|50023|28182|65745
60374;73123|173756|802726|51214|49634
60375;4769458|4779674|802731|4767442|66512
60376;4793537|255080|62826|65339|245
60377;40669|4792326|60353|4777365|32564
60378;66674|31957|36883|4786195|45123
60379;1347803|36494|64607|4796837|35402
60380;4802258|4797641|49143|801851|55266
60381;45301|50620|60565|48647|56041
60382;30819|4795900|4782603|4761015|4783959
60383;52652|4777949|52946|28120|4764926
60384;77222|69286|4769528|71576|4796783
60385;1493923|69664|4790547|4760444|4796036
60386;4798917|1454764|64621|53186|52172
60387;4797751|4782307|4770949|65248|29454
60388;4803433|65179|72915|40894|55376
60389;54469|32570|59779|4766764|4783459
60390;1301618|54307|44997|4787248|4799174
60391;4798988|4769435|73587|4778703|37712
60392;49099|57154|4799376|32669|48369
60393;71910|46540|4763849|4775625|4795222
60394;49048|4795700|4800462|62215|802671
60395;4767092|45287|75661|67767|48
60396;4767808|4764753|45247|29648|66001
60397;4760693|4784060|46144|4799834|4791303
60398;51537|32263|64196|4801294|31914
60399;48782|4789601|4795405|28416|4797921
60400;67981|4764850|46024|802784|4776144
60401;4796210|4780290|54613|4772827|4769883
60402;4798385|4763933|7|32225|174163
60403;4767039|257381|38233|4783212|57829
60404;4786684|4792673|1428372|4763738|69992
60405;4794693|4801753|4766247|4774712|4782319
60406;4767942|49964|53043|4774058|47816
60407;28459|56189|4776204|4797867|49689
60408;29836|4780157|62562|4781759|31963
60409;4779362|63515|35758|4778877|58533
60410;4773370|53231|36079|173786|45990
60411;4792073|4792272|70207|60192|47225
60412;4762017|4801530|4798834|4771770|4800423
60413;60520|4761348|43080|4784705|40719
60414;61539|4793015|4773600|59880|4771339
60415;4762856|4803577|50181|37517|4781862
60416;63500|4780022|52982|64467|45490
60417;4797489|4770408|4802570|125|45247
60418;4774868|1332467|39989|58622|44843
60419;4771857|4793227|40163|50006|69778
60420;50853|32873|73771|4796711|35654
60421;1361902|28204|4761295|46308|46763
60422;36885|4769106|4782867|4799871|4784798
60423;4801130|4767466|73649|59543|44893
60424;802786|4799433|4789118|44317|4778601
60425;61977|4792459|802196|802126|4786595
60426;66370|4782664|256939|43922|4770346
60427;4763640|70570|32503|43283|4766769
60428;75540|4793857|39882|4797106|4783350
60429;55940|48312|46059|41338|4763037
60430;4792623|62233|801811|4785978|4794747
60431;172365|802331|28415|4766123|4776397
60432;4789130|38763|48371|35913|60887
60433;4801331|4763601|4798689|4774646|4768562
60434;4766088|803291|64878|2266703|50384
60435;73714|73393|46652|4768410|801575
60436;52486|4772302|4782569|52268|4799738
60437;4798897|51088|4801109|4801182|67947
60438;74511|39286|4767336|52094|1419777
60439;361|39308|50473|51333|4793213
60440;72133|67610|35251|67823|4772458
60441;4764623|4799596|4762597|150|4772005
60442;52271|53949|4778731|4764757|32903
60443;4785362|4797038|77317|58064|42864
60444;65123|1356798|30378|70761|41406
60445;1274151|62186|46694|59840|802772
60446;1477714|4784098|4789779|59044|67684
60447;4765810|4800491|59185|46015|4782754
60448;4796222|34448|71971|76221|4775279
60449;4797578|4764544|257389|33522|256733
60450;68752|65175|74033|54013|57433
60451;4785171|73880|4793954|46600|44404
60452;4777013|47271|1347629|4792642|4781076
60453;4781555|4780922|174212|71861|54901
60454;71525|40095|172622|61332|4794903
60455;41093|46995|72706|60828|42410
60456;4771398|75448|4780111|4782982|4790699
60457;802128|4786978|4769107|4799382|4780835
60458;34453|4782151|4775856|4773387|4787551
60459;68760|77193|50158|4761437|49468
60460;60801|1396117|56214|46967|4790820
60461;68299|51719|4786832|65594|72445
60462;64689|4769055|28417|803493|4795605
60463;255948|4784634|1368019|35373|39156
60464;62361|4769279|4785084|52739|76144
60465;37964|256599|802648|41664|57481
60466;65844|67263|38991|55493|4781209
60467;4774202|60231|31904|51278|4791019
60468;4773144|36073|60519|48893|46592
60469;141|62245|4771756|52740|27926
60470;4785979|4768811|68366|4786798|63657
60471;4775419|68418|76690|4796085|4774954
60472;76308|54190|72393|54752|4775557
60473;56910|4794706|58954|49488|1472027
60474;65569|4784128|4802108|4776245|57680
60475;56621|4800875|54328|62880|4782912
60476;32222|4763051|33091|4773967|4783859
60477;4790101|53057|4795632|4778054|256301
60478;68568|34740|4782771|72616|60576
60479;4799676|31945|4789603|32348|4780567
60480;46133|28762|4770891|4775418|4800027
60481;53659|37304|68168|74650|4800052
60482;4782454|48005|4774073|58814|173672
60483;4782429|43503|66958|59641|48454
60484;1336881|64929|43204|29519|4800849
60485;4773693|4782257|76307|76949|174984
60486;59709|30726|57021|4765048|34543
60487;50548|4761078|70051|50418|75413
60488;4800706|44706|4786967|59474|47009
60489;4787128|45345|38608|42618|44108
60490;54142|40401|39012|802564|45527
60491;53044|45160|4797665|54089|4762723
60492;4777360|76288|33842|51023|45095
60493;802388|67930|4803461|4781350|4763296
60494;71305|4772565|4785595|4785028|4774288
60495;29475|4786398|253333|64334|41644
60496;35878|28371|55681|4799451|4792841
60497;44078|4788646|4776614|1433998|45265
60498;1400215|50218|4802058|4795832|64813
60499;1497634|34942|4768377|4781304|4783106
60500;4783342|4803600|46351|4770088|30208
60501;28203|4791112|65936|71644|4796716
60502;50591|61104|67272|4795950|4766142
60503;4784222|4781805|43222|4802221|4761602
60504;37234|52193|4770085|4787307|4790295
60505;57408|72259|64234|4763565|4798174
60506;173110|4769119|69724|803023|4776647
60507;4770866|4783390|4799073|42347|35484
60508;802839|4791002|1422802|39155|33659
60509;45872|41845|39734|4787305|4797257
60510;4775358|4787642|4801020|30816|35066
60511;59964|72736|4783439|76431|41882
60512;802833|801584|4772440|4765671|37502
60513;63439|62703|4761818|32326|39794
60514;65672|75297|38479|43033|65441
60515;37560|52232|29534|4781755|4791861
60516;4765306|71845|46740|55621|4773351
60517;4797524|62716|4772707|73847|55360
60518;68668|72692|550|4761543|41265
60519;4766518|4760817|4767413|47355|4761467
60520;49743|4773233|48780|46420|30863
60521;71389|4793967|63318|4772128|4770687
60522;4795728|73919|54209|4792471|31638
60523;76199|49211|51320|65351|4796688
60524;4788300|4794806|67916|67348|72468
60525;52970|4787355|60015|57415|4780069
60526;76472|4797923|53806|43733|4773123
60527;4793145|4785143|4788962|4761252|4797376
60528;68206|66373|1461706|51014|803574
60529;254481|4772611|4802932|4803231|44967
60530;258129|48417|4782310|62278|36617
60531;36497|4761682|4783689|45617|173438
60532;4796022|65291|4765279|4797151|4799278
60533;73787|4797417|4775546|41016|71285
60534;4768465|4783748|74946|4773671|801646
60535;4798095|47638|4793487|62021|4800269
60536;31593|1398492|4791248|4766763|58057
60537;1501470|4768220|4793314|4803636|51664
60538;4801990|255193|64913|4782072|70167
60539;76591|4788046|59325|29497|63113
60540;4775327|59173|57752|53087|47353
60541;4790114|55141|4777226|4785748|4792697
60542;4783643|72537|42393|70502|39637
60543;258259|4793479|66630|4780753|31569
60544;69194|4792807|4801133|41269|39499
60545;57716|4799470|60624|4795812|48048
60546;53581|32462|73037|47457|32135
60547;4785863|4793727|4767092|4795631|4764778
60548;4786005|59230|53244|4785369|4765732
60549;75008|40004|4797880|4767370|33442
60550;65819|37815|4792047|4773958|4777971
