articleID;reviewerID
29908;7432922|7433112|7432981
29909;7433025|7432946|7432930
29910;7433077|7432916|7432943
29911;7432866|7432948|7433005
29912;7433073|7433110|7433026
29913;7432967|7433035|7432996
29914;7432953|7433037|7432939
29915;7433088|7432878|7432895
29916;7433022|7432950|7432868
29917;7433093|7432993|7432927
29918;7432866|7433022|7432991
29919;7432932|7432869|7432871
29920;7432992|7432921|7432936
29921;7432946|7433034|7432971
29922;7432900|7433049|7432917
29923;7433083|7433057|7433044
29924;7432914|7432897|7432884
29925;7432920|7433057|7432898
29926;7432890|7433046|7433011
29927;7432894|7433099|7432963
29928;7433046|7432981|7432967
29929;7433110|7433083|7433028
29930;7432908|7432906|7433086
29931;7432880|7433047|7433018
29932;7433089|7433084|7433101
29933;7432985|7433040|7432956
29934;7432878|7432910|7432996
29935;7433106|7432900|7432983
29936;7432989|7433035|7433058
29937;7433102|7432871|7433041
29938;7432896|7432996|7433001
29939;7432887|7432995|7433006
29940;7432904|7433014|7432891
29941;7433030|7432935|7433113
29942;7432973|7432917|7432967
29943;7433012|7433004|7433055
29944;7433082|7432940|7432910
29945;7433027|7432898|7433020
29946;7433097|7432992|7432991
29947;7432980|7433062|7432945
29948;7432906|7432980|7432999
29949;7432989|7433111|7432992
29950;7432955|7433011|7433052
29951;7433099|7433040|7433067
29952;7433040|7433109|7432888
29953;7433112|7432912|7432961
29954;7433075|7432986|7432903
29955;7432911|7432865|7432941
29956;7432963|7432995|7433090
29957;7432981|7432893|7433024
29958;7433106|7433074|7432894
29959;7432967|7432979|7432885
29960;7432974|7433098|7432902
29961;7432895|7432896|7433072
29962;7433081|7433095|7433064
29963;7433091|7432955|7433065
29964;7433047|7432870|7433083
29965;7432938|7432937|7432919
29966;7432994|7432957|7432876
29967;7433026|7433044|7433035
29968;7433071|7433083|7432964
29969;7432929|7432976|7432926
29970;7433054|7432888|7433008
29971;7432985|7433015|7432957
29972;7432936|7432974|7432913
29973;7432883|7432902|7432920
29974;7433025|7432890|7433042
29975;7432875|7433078|7432919
29976;7432983|7432980|7433082
29977;7433005|7432969|7432908
29978;7432953|7432978|7433064
29979;7433072|7432899|7432900
29980;7433082|7432926|7433099
29981;7433070|7432998|7433082
29982;7433011|7432913|7432955
29983;7432872|7433091|7432950
29984;7433059|7433076|7432902
29985;7433039|7432894|7432919
29986;7432954|7432970|7432972
29987;7432935|7433027|7432993
29988;7433059|7433111|7432919
29989;7432889|7433113|7433045
29990;7432899|7433034|7433049
29991;7433090|7433020|7432952
29992;7432917|7433089|7432922
29993;7433072|7432911|7432930
29994;7433105|7433013|7433107
29995;7433096|7432926|7433028
29996;7433019|7432922|7432970
29997;7432922|7432933|7432868
29998;7432902|7432900|7432969
29999;7432964|7432959|7432870
30000;7432870|7433098|7432953
30001;7433074|7432874|7433082
30002;7432868|7433009|7432878
30003;7433043|7433036|7433006
30004;7433048|7433031|7433006
30005;7432899|7433112|7432920
30006;7432978|7432919|7433061
30007;7432869|7433017|7433100
30008;7432883|7432897|7433046
30009;7433079|7433051|7433044
30010;7432956|7433054|7432989
30011;7433021|7433087|7432933
30012;7432907|7433021|7432938
30013;7432936|7432866|7432944
30014;7433101|7432949|7432968
30015;7433078|7433071|7433072
30016;7433034|7433056|7433065
30017;7433064|7432985|7433104
30018;7433036|7432964|7432943
30019;7432947|7433004|7433112
30020;7432888|7433057|7432934
30021;7432927|7433076|7432918
30022;7433083|7432939|7432935
30023;7432865|7432871|7433103
30024;7433063|7433041|7432927
30025;7432996|7433056|7433048
30026;7432919|7433023|7432867
30027;7432922|7433045|7433102
30028;7432986|7433025|7433013
30029;7432892|7432875|7432971
30030;7432966|7432881|7432986
30031;7432973|7432936|7432882
30032;7433058|7433084|7432970
30033;7433050|7432973|7433064
30034;7432983|7432926|7432979
30035;7432967|7432933|7432989
30036;7433101|7433033|7433076
30037;7432910|7433035|7432884
30038;7432916|7433060|7433102
30039;7432869|7433106|7433110
30040;7433060|7432952|7433069
30041;7433072|7432910|7433016
30042;7433082|7433004|7432920
30043;7432879|7432931|7433036
30044;7432958|7433029|7432918
30045;7432900|7432904|7432959
30046;7432915|7433064|7432918
30047;7433068|7432963|7433032
30048;7433019|7432949|7433050
30049;7433057|7432889|7433055
30050;7433105|7433028|7433051
30051;7432940|7432912|7432938
30052;7432929|7432924|7433085
30053;7433104|7433100|7432888
30054;7433097|7432934|7432980
30055;7432866|7432930|7433028
30056;7433015|7433095|7433010
30057;7433013|7433050|7432902
30058;7433025|7433052|7433055
30059;7432921|7433081|7433103
30060;7433110|7432894|7433033
30061;7432949|7432878|7432867
30062;7432965|7432949|7433089
30063;7432896|7433111|7433040
30064;7433105|7432970|7432968
30065;7432965|7432947|7433034
30066;7432867|7433062|7432949
30067;7432942|7432973|7433084
30068;7432911|7432906|7432881
30069;7433078|7432875|7433111
30070;7433009|7432900|7433057
30071;7432992|7432991|7433011
30072;7433101|7432909|7433100
30073;7432946|7433031|7432981
30074;7432891|7432949|7432898
30075;7433009|7433110|7432873
30076;7432929|7433085|7432900
30077;7432891|7432946|7432960
30078;7433011|7432952|7433006
30079;7433070|7433087|7432949
30080;7432970|7432999|7432984
30081;7433072|7432931|7432898
30082;7432944|7432897|7432879
30083;7432877|7433031|7432880
30084;7432954|7433009|7432900
30085;7432934|7432905|7433089
30086;7432947|7433084|7433077
30087;7432974|7432976|7432894
30088;7432941|7432943|7433033
30089;7432951|7432877|7433079
30090;7432979|7433044|7432922
30091;7433101|7433096|7432873
30092;7432892|7433089|7432932
30093;7432997|7432899|7432995
30094;7432940|7433098|7432990
30095;7432928|7432921|7432953
30096;7432997|7432889|7433096
30097;7432944|7432998|7432920
30098;7433028|7432881|7433088
30099;7432938|7432918|7432871
30100;7432881|7432897|7432902
30101;7433088|7432959|7433029
30102;7432906|7432877|7432902
30103;7432906|7433046|7433055
30104;7432958|7433007|7433078
30105;7432935|7433044|7432870
30106;7432927|7433030|7432936
30107;7433068|7432899|7433050
30108;7432900|7433074|7432935
30109;7433098|7433013|7432883
30110;7433093|7432905|7432988
30111;7433087|7432917|7432867
30112;7432880|7433102|7432968
30113;7432902|7432887|7433015
30114;7433063|7432928|7432955
30115;7433037|7433003|7432896
30116;7432971|7433020|7432867
30117;7433071|7432948|7432899
30118;7433022|7432944|7433010
30119;7432910|7432881|7432890
30120;7432896|7433020|7433052
30121;7432972|7433033|7432965
30122;7433069|7433047|7432944
30123;7432866|7433018|7433098
30124;7433110|7433006|7432870
30125;7432951|7432985|7433095
30126;7432913|7433035|7432874
30127;7433067|7432899|7433039
30128;7433049|7432921|7432954
30129;7432942|7433085|7432933
30130;7433062|7432994|7432969
30131;7433045|7433104|7433077
30132;7433030|7433077|7432958
30133;7432900|7433099|7432882
30134;7433022|7433043|7432970
30135;7432923|7433012|7433109
30136;7433026|7433104|7433091
30137;7432884|7433026|7433084
30138;7432975|7432904|7432871
30139;7432869|7432989|7433060
30140;7433015|7433067|7432885
30141;7433107|7433108|7432959
30142;7432943|7432972|7432962
30143;7433009|7433095|7432968
30144;7432925|7433087|7432973
30145;7432992|7432878|7433003
30146;7432985|7432908|7433006
30147;7432932|7432988|7432973
30148;7432945|7432884|7432915
30149;7432993|7432891|7433112
30150;7432982|7432931|7433069
30151;7432926|7433012|7432935
30152;7433070|7433050|7432978
30153;7433104|7432885|7432965
30154;7432914|7433035|7433100
30155;7432967|7433066|7432930
30156;7432926|7432975|7432952
30157;7433084|7432939|7433026
30158;7433055|7432914|7432957
30159;7432889|7432891|7432983
30160;7433035|7433038|7432968
30161;7433104|7432981|7432925
30162;7432893|7433007|7432954
30163;7433090|7433107|7432915
30164;7432966|7432920|7432990
30165;7432879|7433000|7433110
30166;7433008|7432996|7432945
30167;7433084|7432923|7433046
30168;7432979|7433042|7432989
30169;7432971|7432875|7433046
30170;7432942|7433070|7433053
30171;7433045|7433037|7432969
30172;7432891|7433088|7433066
30173;7433071|7433058|7432905
30174;7433014|7433039|7433111
30175;7432945|7433097|7432918
30176;7433075|7432957|7433030
30177;7433101|7432914|7433078
30178;7432894|7432906|7432885
30179;7432912|7433113|7432903
30180;7432913|7432965|7433099
30181;7432935|7433059|7433107
30182;7432936|7432901|7433084
30183;7433029|7432921|7432947
30184;7433099|7433094|7433088
30185;7433095|7432905|7432916
30186;7433007|7432874|7432960
30187;7432992|7432957|7432881
30188;7432899|7433040|7433086
30189;7432938|7432983|7432975
30190;7433105|7433013|7433067
30191;7432969|7432872|7433030
30192;7432890|7432872|7433038
30193;7432934|7433080|7433046
30194;7433021|7432946|7433072
30195;7432949|7432985|7433029
30196;7432886|7432987|7432921
30197;7432985|7433063|7433050
30198;7433109|7432865|7433001
30199;7433097|7433039|7433046
30200;7433064|7432880|7433080
30201;7433090|7433048|7433099
30202;7433033|7433038|7433095
30203;7433055|7432987|7433014
30204;7433070|7432943|7432973
30205;7432995|7433078|7432874
30206;7432910|7432954|7432891
30207;7432916|7433064|7432967
30208;7432901|7433036|7432867
30209;7433003|7432911|7433050
30210;7433079|7432977|7432993
30211;7432986|7432963|7432912
30212;7433077|7433113|7433084
30213;7432915|7432946|7433048
30214;7432922|7432991|7432993
30215;7432917|7432984|7432946
30216;7432892|7432918|7432897
30217;7432976|7432894|7433001
30218;7432941|7433015|7433003
30219;7432957|7432914|7433050
30220;7432930|7432919|7432914
30221;7432962|7433000|7432942
30222;7432866|7433100|7433077
30223;7433002|7432929|7433085
30224;7433028|7433003|7433080
30225;7433012|7432890|7433088
30226;7433100|7433017|7432973
30227;7433024|7432959|7432866
30228;7432983|7432986|7432954
30229;7432928|7432909|7433072
30230;7432964|7432954|7433037
30231;7432884|7432983|7432896
30232;7432882|7432991|7432899
30233;7433064|7433070|7432987
30234;7433040|7433027|7432880
30235;7433026|7432922|7432902
30236;7432954|7432897|7433035
30237;7433101|7433030|7432988
30238;7433007|7432934|7432927
30239;7432949|7433103|7432914
30240;7432886|7432891|7433015
30241;7433030|7432996|7433059
30242;7433062|7433016|7433020
30243;7433077|7432959|7432906
30244;7432992|7433065|7432964
30245;7433107|7432899|7432979
30246;7433026|7432918|7432924
30247;7433005|7433109|7433049
30248;7433019|7432885|7432891
30249;7433094|7432935|7432989
30250;7432869|7433103|7432899
30251;7433051|7432998|7432962
30252;7433069|7432950|7433016
30253;7432985|7432933|7433007
30254;7432922|7433100|7432966
30255;7432897|7433106|7432877
30256;7432943|7432969|7433094
30257;7433046|7432943|7433082
30258;7432895|7432992|7432960
30259;7432954|7433082|7432975
30260;7432940|7433104|7432877
30261;7433103|7432868|7432915
30262;7432970|7432883|7433074
30263;7433008|7432928|7432873
30264;7432919|7433020|7432870
30265;7433012|7432885|7433030
30266;7433088|7432881|7432993
30267;7432935|7433078|7433080
30268;7432947|7433000|7433110
30269;7433024|7432926|7432997
30270;7432902|7433111|7433084
30271;7432964|7433003|7433066
30272;7433005|7433050|7432904
30273;7432920|7432962|7432944
30274;7432933|7432941|7433084
30275;7433043|7432975|7432953
30276;7433012|7432878|7432935
30277;7433052|7432993|7432899
30278;7432922|7432925|7433060
30279;7433020|7433104|7433009
30280;7433040|7432985|7432929
30281;7432923|7433086|7432954
30282;7433064|7433056|7432948
30283;7433063|7433107|7432983
30284;7432991|7432879|7432924
30285;7433001|7432974|7433091
30286;7432891|7432893|7432993
30287;7433108|7432907|7432975
30288;7433029|7432888|7432967
30289;7433083|7432928|7433004
30290;7433076|7433107|7433027
30291;7432976|7432902|7432891
30292;7433095|7432911|7432923
30293;7432984|7433084|7432962
30294;7432936|7432970|7432950
30295;7432965|7432908|7433067
30296;7432948|7432877|7432997
30297;7432913|7432989|7433103
30298;7433100|7432883|7433103
30299;7433054|7432991|7432955
30300;7432955|7432866|7432989
30301;7433054|7432991|7433034
30302;7433097|7433048|7432886
30303;7432887|7432872|7432869
30304;7433006|7433062|7432991
30305;7432877|7432896|7433070
30306;7432997|7432881|7433016
30307;7433023|7432869|7433109
30308;7432919|7433083|7432901
30309;7432913|7432925|7433035
30310;7433021|7432979|7433108
30311;7433104|7432973|7432913
30312;7432930|7432949|7433083
30313;7433096|7432925|7432993
30314;7433066|7432882|7433047
30315;7432912|7433049|7433058
30316;7433055|7433111|7433050
30317;7432984|7432957|7433019
30318;7433038|7433001|7432953
30319;7433084|7433090|7433023
30320;7432987|7432892|7432876
30321;7433001|7433003|7433018
30322;7432888|7433072|7433016
30323;7433076|7433055|7433070
30324;7432920|7432881|7433072
30325;7433003|7432978|7432963
30326;7432890|7433023|7433090
30327;7433008|7432979|7432974
30328;7433057|7432977|7432951
30329;7433078|7432905|7432995
30330;7432980|7432913|7432906
30331;7432916|7432922|7433089
30332;7433094|7432973|7432915
30333;7432920|7432962|7433104
30334;7432926|7433070|7432998
30335;7433000|7433107|7433093
30336;7433084|7433105|7433039
30337;7432923|7433062|7432934
30338;7433046|7433048|7433098
30339;7433071|7433025|7432882
30340;7433028|7432892|7432872
30341;7432942|7433000|7432884
30342;7433022|7432920|7433070
30343;7433005|7433006|7433108
30344;7432996|7432932|7433012
30345;7433052|7433048|7433061
30346;7432960|7432927|7432902
30347;7432933|7432913|7433058
30348;7432991|7432958|7432884
30349;7432995|7433096|7433040
30350;7432957|7432996|7433023
30351;7432941|7433063|7433054
30352;7433072|7432879|7433089
30353;7433061|7433052|7432920
30354;7433092|7433033|7433089
30355;7433074|7433078|7433067
30356;7432937|7433081|7433025
30357;7433086|7432921|7432959
30358;7433105|7432905|7433011
30359;7433037|7433028|7433096
30360;7433092|7433072|7432881
30361;7432977|7432970|7433075
30362;7432991|7433060|7433030
30363;7432939|7432916|7433023
30364;7433020|7432919|7433039
30365;7432916|7433002|7432884
30366;7432910|7433034|7433048
30367;7432962|7433015|7432940
30368;7432899|7432927|7433042
30369;7433070|7432943|7432898
30370;7433008|7433113|7432924
30371;7433060|7433113|7433066
30372;7432911|7433075|7433071
30373;7433058|7433092|7432898
30374;7433075|7433027|7432914
30375;7433025|7432911|7433092
30376;7433085|7433078|7432988
30377;7432927|7433010|7433014
30378;7433051|7433005|7433091
30379;7433025|7433094|7432913
30380;7432871|7433041|7433102
30381;7433024|7433078|7433058
30382;7433013|7432914|7432871
30383;7433032|7433078|7432997
30384;7433002|7433022|7433052
30385;7433035|7432964|7432985
30386;7433037|7433080|7433041
30387;7433078|7433108|7433063
30388;7432866|7433041|7433053
30389;7432925|7432899|7432949
30390;7433110|7432884|7433064
30391;7433046|7432930|7432995
30392;7433022|7433092|7433054
30393;7433005|7433111|7432891
30394;7433100|7433042|7433101
30395;7432929|7432940|7432905
30396;7432916|7433002|7433037
30397;7433005|7432990|7432932
30398;7432877|7432909|7432990
30399;7432882|7433021|7433057
30400;7433002|7433095|7433068
30401;7433050|7433056|7433051
30402;7433102|7433108|7432940
30403;7433047|7433074|7432869
30404;7432922|7432895|7433103
30405;7432982|7432958|7432979
30406;7433060|7433095|7433033
30407;7433018|7432922|7433091
30408;7432870|7432971|7433036
30409;7432959|7433004|7433101
30410;7433030|7433032|7432910
30411;7432939|7432983|7433006
30412;7433057|7433047|7432865
30413;7432949|7433044|7433014
30414;7433069|7433096|7433061
30415;7433056|7432957|7433096
30416;7432897|7433014|7433016
30417;7432971|7432966|7433000
30418;7432972|7433008|7432959
30419;7433002|7432971|7432878
30420;7432872|7432998|7432955
30421;7433001|7433022|7432906
30422;7432878|7432994|7433112
30423;7432922|7433024|7433027
30424;7433073|7432914|7433045
30425;7432898|7432952|7432870
30426;7432956|7433007|7433061
30427;7432917|7433096|7432890
30428;7433028|7433113|7432874
30429;7432935|7433044|7432905
30430;7433007|7432938|7432876
30431;7433061|7432885|7433020
30432;7433037|7433011|7432945
30433;7433109|7433112|7433004
30434;7433012|7432866|7433093
30435;7433039|7432979|7432936
30436;7433058|7433084|7433031
30437;7432879|7432901|7433110
30438;7432972|7433084|7432968
30439;7433041|7433023|7433070
30440;7433014|7433021|7432915
30441;7432874|7432946|7433102
30442;7433077|7433067|7432984
30443;7432970|7432956|7433061
30444;7432989|7433036|7433067
30445;7432965|7432946|7433106
30446;7433016|7433097|7432956
30447;7432999|7432910|7432944
30448;7433010|7433089|7432944
30449;7432888|7432988|7432972
30450;7433087|7432882|7432983
30451;7432895|7433025|7433026
30452;7433018|7433100|7432952
30453;7433108|7432896|7433042
30454;7432913|7432949|7432931
30455;7432959|7432934|7433047
30456;7432869|7433051|7432917
30457;7433087|7432865|7433088
30458;7432971|7432926|7433069
30459;7433039|7432873|7432997
30460;7432927|7432923|7433095
30461;7432917|7433095|7432916
30462;7433078|7432895|7432878
30463;7432868|7432933|7432977
30464;7432925|7432909|7433098
30465;7433088|7433086|7432986
30466;7432884|7432992|7433021
30467;7433038|7432937|7433097
30468;7433045|7433103|7432978
30469;7433027|7432967|7433034
30470;7432890|7433089|7432926
30471;7432892|7432875|7433006
30472;7432885|7433089|7432874
30473;7432893|7432924|7433039
30474;7432938|7432920|7433005
30475;7432940|7433066|7433055
30476;7432890|7432938|7432999
30477;7433033|7433111|7433014
30478;7432934|7432979|7433032
30479;7432893|7433035|7432900
30480;7432955|7432908|7432875
30481;7432922|7433059|7432979
30482;7433043|7432943|7432868
30483;7432905|7433011|7433021
30484;7433042|7432948|7432909
30485;7432886|7433004|7432913
30486;7432963|7433048|7432955
30487;7433075|7432885|7432931
30488;7433103|7432925|7433033
30489;7433045|7433031|7433017
30490;7432966|7433103|7432995
30491;7433101|7432975|7433084
30492;7432982|7432984|7433056
30493;7432904|7432877|7432896
30494;7433086|7433087|7432873
30495;7433106|7432954|7432909
30496;7432986|7432907|7433036
30497;7432987|7433101|7433108
30498;7432865|7432973|7432899
30499;7433109|7432872|7432874
30500;7432979|7432873|7432973
30501;7433069|7432938|7433055
30502;7432970|7432961|7433052
30503;7432871|7432933|7432967
30504;7433112|7432912|7433041
30505;7433077|7433057|7432903
30506;7433076|7433015|7433092
30507;7433077|7433079|7433089
30508;7432899|7432888|7432937
30509;7432951|7432943|7432878
30510;7432890|7433089|7432912
30511;7433039|7433089|7433058
30512;7433037|7433024|7433043
30513;7432959|7433002|7433055
30514;7432956|7432954|7433036
30515;7432885|7432963|7433089
30516;7433032|7433083|7433070
30517;7433032|7433099|7432895
30518;7432941|7432897|7432925
30519;7432978|7432937|7432875
30520;7432897|7433014|7433066
30521;7432920|7432997|7432988
30522;7433103|7433054|7432904
30523;7433052|7433068|7433108
30524;7432915|7432938|7432898
30525;7432881|7433010|7433049
30526;7432936|7432889|7432880
30527;7432936|7432985|7433061
30528;7432875|7433070|7432880
30529;7432877|7433025|7433086
30530;7433096|7432977|7433105
30531;7433044|7433062|7432880
30532;7432911|7432865|7433088
30533;7433067|7433028|7432939
30534;7432895|7432923|7432963
30535;7432967|7432907|7433081
30536;7433010|7432963|7432933
30537;7432866|7432930|7433037
30538;7432988|7432882|7432927
30539;7432896|7433097|7432968
30540;7432878|7432913|7432956
30541;7432948|7432998|7432951
30542;7433017|7433055|7433062
30543;7433064|7432913|7432950
30544;7432942|7432877|7433034
30545;7433061|7433038|7432998
30546;7433059|7432973|7432890
30547;7432884|7433006|7433030
30548;7433089|7433036|7433007
30549;7432890|7433005|7432881
30550;7432881|7432905|7432908
30551;7432996|7432964|7432998
30552;7432964|7432967|7432985
30553;7433056|7433021|7433007
30554;7432865|7432909|7432949
30555;7433084|7432871|7433013
30556;7433004|7432997|7432892
30557;7433095|7432984|7433027
30558;7433044|7433103|7433039
30559;7433096|7432970|7432954
30560;7432875|7432983|7432922
30561;7433069|7433051|7432870
30562;7432967|7432925|7432938
30563;7433048|7432919|7432937
30564;7433093|7432953|7433073
30565;7433024|7433033|7432868
30566;7432938|7433094|7432934
30567;7432942|7433040|7433055
30568;7433057|7432920|7433100
30569;7433008|7433063|7433051
30570;7433012|7433018|7433063
30571;7432933|7433034|7432947
30572;7432882|7433012|7433103
30573;7432901|7433052|7433108
30574;7432978|7432975|7432964
30575;7432953|7432942|7432984
30576;7433040|7432954|7432906
30577;7433095|7433064|7432956
30578;7433074|7432982|7433075
30579;7433084|7432990|7432866
30580;7432893|7433050|7433032
30581;7433052|7432869|7432991
30582;7433112|7433099|7432875
30583;7432895|7432903|7432884
30584;7432997|7433012|7432920
30585;7433054|7432930|7433051
30586;7433069|7432929|7433112
30587;7432920|7432952|7432911
30588;7433081|7432952|7432865
30589;7432973|7432887|7432983
30590;7432963|7433012|7432909
30591;7433072|7432940|7432907
30592;7432930|7432988|7432952
30593;7433108|7432964|7433020
30594;7432894|7432969|7432972
30595;7432921|7432897|7433046
30596;7432930|7433029|7432905
30597;7433078|7432886|7432968
30598;7433096|7432868|7433040
30599;7433061|7433064|7433011
30600;7433060|7432948|7432991
30601;7432987|7432910|7433079
30602;7432878|7433041|7433084
30603;7433000|7432888|7433076
30604;7432985|7433104|7433008
30605;7432984|7433077|7433029
30606;7433032|7433038|7433075
30607;7433083|7432944|7433037
30608;7432939|7433008|7433070
30609;7433029|7432970|7433062
30610;7432975|7432956|7433027
30611;7432908|7433089|7433104
30612;7432919|7433083|7432942
30613;7432956|7433082|7433060
30614;7433065|7432876|7433082
30615;7432914|7432922|7432952
30616;7433078|7432918|7432883
30617;7433036|7433098|7432913
30618;7432891|7433061|7433096
30619;7433050|7433036|7433007
30620;7433034|7433106|7432989
30621;7432939|7433050|7433003
30622;7432949|7433056|7432922
30623;7433027|7433111|7433061
30624;7433097|7433074|7432884
30625;7432958|7432993|7432940
30626;7432999|7432893|7433057
30627;7432963|7432970|7432897
30628;7432894|7433033|7433022
30629;7433010|7433024|7433006
30630;7432980|7433041|7433105
30631;7432910|7432914|7432974
30632;7432906|7432894|7432908
30633;7433101|7432919|7432987
30634;7433090|7432975|7433047
30635;7433038|7432936|7433093
30636;7433053|7432903|7433069
30637;7432976|7432891|7433020
30638;7432976|7433052|7432889
30639;7432897|7432904|7433040
30640;7433089|7433074|7432927
30641;7433008|7433029|7433113
30642;7433073|7433103|7432986
30643;7433015|7433073|7433079
30644;7432961|7432993|7433053
30645;7433053|7432899|7432983
30646;7433106|7433011|7432970
30647;7433033|7432977|7432980
30648;7432886|7432873|7433054
30649;7432878|7432941|7433091
30650;7432934|7432968|7432954
30651;7432979|7432942|7432951
30652;7433045|7433090|7433026
30653;7433064|7432909|7432910
30654;7432939|7433009|7433063
30655;7433034|7432968|7432915
30656;7433093|7433112|7433020
30657;7432889|7433101|7432874
30658;7433068|7432875|7433079
30659;7433045|7433040|7433048
30660;7432930|7433099|7432922
30661;7433010|7432975|7432889
30662;7432967|7432910|7433052
30663;7432988|7433040|7432873
30664;7433081|7432867|7433031
30665;7433046|7433002|7432986
30666;7432914|7433027|7433075
30667;7433037|7432867|7433113
30668;7433044|7432951|7432993
30669;7433036|7432933|7432991
30670;7432994|7433074|7432972
30671;7433080|7433050|7433060
30672;7433028|7433010|7433065
30673;7433099|7432953|7433066
30674;7432905|7433103|7432988
30675;7432932|7433055|7433049
30676;7432958|7432959|7432973
30677;7433078|7432894|7433059
30678;7432994|7432937|7433107
30679;7432878|7432993|7432870
30680;7433018|7432958|7432962
30681;7432915|7433042|7433054
30682;7433018|7433029|7432920
30683;7432871|7432976|7433028
30684;7432942|7432870|7432952
30685;7432936|7433040|7433027
30686;7433096|7432887|7433077
30687;7432912|7432938|7432957
30688;7432984|7432994|7432868
30689;7433000|7432867|7432984
30690;7433024|7433089|7432990
30691;7432976|7432951|7432888
30692;7432889|7433065|7432975
30693;7432944|7432992|7433090
30694;7432970|7432998|7432973
30695;7432925|7433021|7433010
30696;7433023|7433038|7433058
30697;7433046|7432929|7432974
30698;7432866|7433040|7432896
30699;7433050|7432979|7432985
30700;7433027|7433031|7433015
30701;7432971|7432884|7433107
30702;7432892|7433087|7432952
30703;7432974|7433090|7432972
30704;7432953|7433002|7433021
30705;7432999|7433087|7432978
30706;7433099|7433009|7432983
30707;7432920|7432907|7432923
30708;7432932|7433083|7433086
30709;7433011|7432876|7432913
30710;7433044|7433047|7432868
30711;7432952|7433050|7433072
30712;7432869|7433017|7433087
30713;7432887|7432876|7432869
30714;7432965|7432926|7433008
30715;7432881|7432902|7433077
30716;7432997|7433071|7433041
30717;7433103|7433078|7432956
30718;7433109|7432958|7432933
30719;7432997|7432905|7433107
30720;7432889|7432943|7432952
30721;7432916|7433032|7432988
30722;7432956|7433013|7432995
30723;7433017|7433106|7432887
30724;7432937|7432985|7432988
30725;7433063|7432935|7432943
30726;7433014|7432923|7432962
30727;7433047|7433048|7433000
30728;7433059|7433025|7433067
30729;7433086|7433039|7432920
30730;7433028|7432879|7433081
30731;7433026|7433072|7432919
30732;7433069|7432949|7433059
30733;7433072|7432974|7432894
30734;7433048|7432928|7433080
30735;7432985|7433018|7432869
30736;7432894|7432982|7433019
30737;7432983|7433054|7433077
30738;7432971|7432884|7432991
30739;7433017|7433028|7432957
30740;7432892|7433052|7432936
30741;7432985|7433010|7433106
30742;7432891|7433085|7433086
30743;7432888|7433048|7433109
30744;7433017|7432878|7432965
30745;7432996|7433035|7432990
30746;7433031|7432996|7433013
30747;7433108|7432893|7432970
30748;7432956|7432987|7432934
30749;7433082|7432928|7433018
30750;7432954|7433080|7433053
30751;7432930|7433083|7432984
30752;7432987|7432955|7433025
30753;7433057|7433050|7432910
30754;7433054|7432985|7432990
30755;7432879|7432894|7432981
30756;7432875|7433103|7432929
30757;7433101|7433034|7433094
30758;7432958|7433013|7432936
30759;7432988|7433001|7432972
30760;7432906|7432916|7433085
30761;7433089|7432877|7432921
30762;7433083|7433078|7432951
30763;7432945|7433069|7433095
30764;7433004|7432909|7433072
30765;7432872|7432889|7433038
30766;7433004|7433076|7433027
30767;7433065|7433041|7432993
30768;7433068|7432905|7432947
30769;7432945|7433074|7432988
30770;7432984|7433081|7432872
30771;7432905|7433080|7432951
30772;7432940|7432939|7433014
30773;7432865|7432870|7433007
30774;7433028|7433027|7433105
30775;7432979|7432943|7432984
30776;7432915|7433068|7432964
30777;7432888|7432952|7432882
30778;7433042|7433014|7432914
30779;7433096|7432923|7433049
30780;7433022|7432939|7432997
30781;7432896|7432908|7432968
30782;7432998|7433020|7432959
30783;7433055|7433050|7433069
30784;7432900|7433003|7433104
30785;7432906|7433105|7433077
30786;7432871|7432961|7432986
30787;7432918|7433049|7432926
30788;7432997|7433000|7432978
30789;7432885|7432968|7432989
30790;7433022|7433042|7432877
30791;7432998|7432933|7432903
30792;7432977|7433077|7432999
30793;7433100|7432878|7432989
30794;7432985|7432868|7433040
30795;7432927|7432987|7432951
30796;7432872|7432914|7432968
30797;7433068|7433111|7433060
30798;7432882|7432984|7432872
30799;7433039|7433007|7432878
30800;7432914|7433072|7432871
30801;7433056|7433093|7433098
30802;7432980|7433014|7433113
30803;7432903|7433031|7433110
30804;7432927|7432873|7432988
30805;7432991|7432960|7432967
30806;7432966|7432892|7432970
30807;7432944|7432897|7433023
30808;7433035|7432959|7432866
30809;7433058|7432937|7432929
30810;7433108|7433004|7433082
30811;7432893|7433029|7432879
30812;7432889|7433038|7432942
30813;7432913|7432883|7433010
30814;7432995|7432908|7432946
30815;7432955|7433003|7433022
30816;7432967|7432988|7432966
30817;7433028|7432936|7433079
30818;7433013|7433022|7432911
30819;7433084|7432932|7432995
30820;7433062|7432981|7433063
30821;7432874|7432941|7432926
30822;7432971|7433075|7433026
30823;7433020|7432988|7432914
30824;7433066|7433014|7432971
30825;7432980|7432966|7433024
30826;7433036|7433090|7433106
30827;7432961|7432928|7432915
30828;7432882|7433076|7433007
30829;7432891|7433080|7433022
30830;7433039|7433087|7433021
30831;7432976|7432867|7432901
30832;7433037|7432977|7432903
30833;7432867|7432948|7432952
30834;7432898|7432866|7432870
30835;7433076|7433067|7433096
30836;7432899|7433000|7432952
30837;7432915|7432957|7433110
30838;7432986|7432980|7433048
30839;7432998|7432865|7433035
